"url","title","original_format","online_formats","subjects","date","description","contributors","locations","partof","access_restricted","id","image_url","thumb_url","resource_count","resource_url","filename"
"https://www.loc.gov/item/ihas.200153791/","[ Martha Graham and ensemble in Appalachian spring]","photo, print, drawing","image","","","photograph |   1 photograph: b&w, 7 in. x 9 in. |   Photographer unknown. (General).   Photograph (Form).","","","music division;appalachian spring;martha graham at the library of congress;performing arts encyclopedia","false","ihas.200153791","https://lcweb2.loc.gov/diglib/media/loc.natlib.ihas.200153791/0001.tif/4057#h=3252&w=4057","https://lcweb2.loc.gov/diglib/media/loc.natlib.ihas.200153791/0001.tif/253","1","https://lcweb2.loc.gov/diglib/media/loc.natlib.ihas.200153791/0001.tif/4057#h=3252&w=4057","ihas.200153791-0.jpg"
"https://www.loc.gov/item/ihas.200153714/","[ Letter to the World, No. 1]","photo, print, drawing","image","letter to the world","","photograph |   1 photograph: b&w, 8 in. x 10 in. |   Reproduced with permission of Janet Morgan/The Barbara Morgan Archive.  For further information e-mail morganarchives@gmail.com (Copyright Notice).   Reproduced with permission of Katherine Duke. (Copyright Notice).   Photograph (Form).","morgan, barbara","","music division;martha graham at the library of congress;performing arts encyclopedia","false","ihas.200153714","https://lcweb2.loc.gov/diglib/media/loc.natlib.ihas.200153714/0001.tif/4184#h=3280&w=4184","https://lcweb2.loc.gov/diglib/media/loc.natlib.ihas.200153714/0001.tif/261","1","https://lcweb2.loc.gov/diglib/media/loc.natlib.ihas.200153714/0001.tif/4184#h=3280&w=4184","ihas.200153714-0.jpg"
"https://www.loc.gov/item/ihas.200153717/","[ Letter to the World, No. 4]","photo, print, drawing","image","letter to the world","","photograph |   1 photograph: b&w, 8 in. x 10 in. |   Photographer unknown. (General).   Reproduced with permission of Katherine Duke. (Copyright Notice).   Photograph (Form).","","","music division;martha graham at the library of congress;performing arts encyclopedia","false","ihas.200153717","https://lcweb2.loc.gov/diglib/media/loc.natlib.ihas.200153717/0001.tif/3344#h=4096&w=3344","https://lcweb2.loc.gov/diglib/media/loc.natlib.ihas.200153717/0001.tif/209","1","https://lcweb2.loc.gov/diglib/media/loc.natlib.ihas.200153717/0001.tif/3344#h=4096&w=3344","ihas.200153717-0.jpg"
"https://www.loc.gov/item/ihas.200154221/","[ Opening duet from American Document - Bennington 1938]","photo, print, drawing","image","","1938","photograph |   1 photograph : b&w ; 10 x 8 in. |   Reproduced with permission of Janet Morgan/The Barbara Morgan Archive.  For further information e-mail morganarchives@gmail.com (Copyright Notice).   Reproduced with permission of Katherine Duke. (Copyright Notice).   Photograph (Form).","morgan, barbara;graham, martha","","music division;martha graham at the library of congress;performing arts encyclopedia","false","ihas.200154221","https://lcweb2.loc.gov/diglib/media/loc.natlib.ihas.200154221/0001.tif/4097#h=3272&w=4097","https://lcweb2.loc.gov/diglib/media/loc.natlib.ihas.200154221/0001.tif/256","1","https://lcweb2.loc.gov/diglib/media/loc.natlib.ihas.200154221/0001.tif/4097#h=3272&w=4097","ihas.200154221-0.jpg"
"https://www.loc.gov/item/ihas.200154222/","[ Puritan Episode from American Document - Bennington 1938]","photo, print, drawing","image","","1938","photograph |   1 photograph : b&w ; 11 x 8 1/2 in. |   Reproduced with permission of Janet Morgan/The Barbara Morgan Archive.  For further information e-mail morganarchives@gmail.com (Copyright Notice).   Reproduced with permission of Katherine Duke. (Copyright Notice).   Photograph (Form).","morgan, barbara;graham, martha","","music division;martha graham at the library of congress;performing arts encyclopedia","false","ihas.200154222","https://lcweb2.loc.gov/diglib/media/loc.natlib.ihas.200154222/0001.tif/3288#h=4032&w=3288","https://lcweb2.loc.gov/diglib/media/loc.natlib.ihas.200154222/0001.tif/205","1","https://lcweb2.loc.gov/diglib/media/loc.natlib.ihas.200154222/0001.tif/3288#h=4032&w=3288","ihas.200154222-0.jpg"
"https://www.loc.gov/item/ihas.200154223/","[ Every soul is a circus, No. 1]","photo, print, drawing","image","","1939","photograph |   1 photograph : b&w ; 10 x 8 in. |   photographer unknown (General).   Reproduced with permission of Katherine Duke. (Copyright Notice).   Photograph (Form).","graham, martha;hawkins, eric","","music division;martha graham at the library of congress;performing arts encyclopedia","false","ihas.200154223","https://lcweb2.loc.gov/diglib/media/loc.natlib.ihas.200154223/0001.tif/4152#h=3304&w=4152","https://lcweb2.loc.gov/diglib/media/loc.natlib.ihas.200154223/0001.tif/259","1","https://lcweb2.loc.gov/diglib/media/loc.natlib.ihas.200154223/0001.tif/4152#h=3304&w=4152","ihas.200154223-0.jpg"
"https://www.loc.gov/item/ihas.200154224/","[ Every soul is a circus, No. 2]","photo, print, drawing","image","","1940","photograph |   1 photograph : b&w ; 8 x 10 in. |   Reproduced with permission of Janet Morgan/The Barbara Morgan Archive.  For further information e-mail morganarchives@gmail.com (Copyright Notice).   Reproduced with permission of Katherine Duke. (Copyright Notice).   Photograph (Form).","morgan, barbara;hawkins, eric","","music division;martha graham at the library of congress;performing arts encyclopedia","false","ihas.200154224","https://lcweb2.loc.gov/diglib/media/loc.natlib.ihas.200154224/0001.tif/3189#h=4023&w=3189","https://lcweb2.loc.gov/diglib/media/loc.natlib.ihas.200154224/0001.tif/199","1","https://lcweb2.loc.gov/diglib/media/loc.natlib.ihas.200154224/0001.tif/3189#h=4023&w=3189","ihas.200154224-0.jpg"
"https://www.loc.gov/item/ihas.200153718/","[ El Penitente, No. 1]","photo, print, drawing","image","el penitente","","photograph |   1 photograph: b&w, 8 in. x 10 in. |   Photographer unknown. (General).   Reproduced with permission of Katherine Duke. (Copyright Notice).   Photograph (Form).","","","music division;martha graham at the library of congress;performing arts encyclopedia","false","ihas.200153718","https://lcweb2.loc.gov/diglib/media/loc.natlib.ihas.200153718/0001.tif/3312#h=4192&w=3312","https://lcweb2.loc.gov/diglib/media/loc.natlib.ihas.200153718/0001.tif/207","1","https://lcweb2.loc.gov/diglib/media/loc.natlib.ihas.200153718/0001.tif/3312#h=4192&w=3312","ihas.200153718-0.jpg"
"https://www.loc.gov/item/ihas.200153719/","[ El Penitente, No. 2]","photo, print, drawing","image","el penitente","","photograph |   1 photograph: b&w, 8 in. x 10 in. |   Photographer unknown. (General).   Reproduced with permission of Katherine Duke. (Copyright Notice).   Photograph (Form).","","","music division;martha graham at the library of congress;performing arts encyclopedia","false","ihas.200153719","https://lcweb2.loc.gov/diglib/media/loc.natlib.ihas.200153719/0001.tif/3160#h=2521&w=3160","https://lcweb2.loc.gov/diglib/media/loc.natlib.ihas.200153719/0001.tif/197","1","https://lcweb2.loc.gov/diglib/media/loc.natlib.ihas.200153719/0001.tif/3160#h=2521&w=3160","ihas.200153719-0.jpg"
"https://www.loc.gov/item/ihas.200154225/","[ Indian episode from American Document]","photo, print, drawing","image","","","photograph |   1 photograph : b&w ; 8 x 10 in. |   Photographer unknown. (General).   Reproduced with permission of Katherine Duke. (Copyright Notice).   Photograph (Form).","","","music division;martha graham at the library of congress;performing arts encyclopedia","false","ihas.200154225","https://lcweb2.loc.gov/diglib/media/loc.natlib.ihas.200154225/0001.tif/3296#h=4120&w=3296","https://lcweb2.loc.gov/diglib/media/loc.natlib.ihas.200154225/0001.tif/206","1","https://lcweb2.loc.gov/diglib/media/loc.natlib.ihas.200154225/0001.tif/3296#h=4120&w=3296","ihas.200154225-0.jpg"
"https://www.loc.gov/item/ihas.200154226/","[ Every soul is a circus, No. 3]","photo, print, drawing","image","","","photograph |   1 photograph : b&w ; 5 x 6 in. |   Reproduced with permission of Katherine Duke. (Copyright Notice).   The Library was unable to locate the rights holder for this photograph and has elected to make it available online as an exercise of fair use for strictly non-commercial educational uses. If any individuals or institutions have any additional information or know of the history of this photograph, please contact us via the Ask a Librarian service, http://www.loc.gov/rr/askalib/ask-perform.html (Copyright Notice).   Photograph (Form).","woolfe, samuel h.;graham, martha","","music division;martha graham at the library of congress;performing arts encyclopedia","false","ihas.200154226","https://lcweb2.loc.gov/diglib/media/loc.natlib.ihas.200154226/0001.tif/2104#h=2904&w=2104","https://lcweb2.loc.gov/diglib/media/loc.natlib.ihas.200154226/0001.tif/131","1","https://lcweb2.loc.gov/diglib/media/loc.natlib.ihas.200154226/0001.tif/2104#h=2904&w=2104","ihas.200154226-0.jpg"
"https://www.loc.gov/item/ihas.200154228/","[ Every soul is a circus, No. 4]","photo, print, drawing","image","","","photograph |   1 photograph ; b&w ; 5 x 6 in. |   Reproduced with permission of Katherine Duke. (Copyright Notice).   The Library was unable to locate the rights holder for this photograph and has elected to make it available online as an exercise of fair use for strictly non-commercial educational uses. If any individuals or institutions have any additional information or know of the history of this photograph, please contact us via the Ask a Librarian service, http://www.loc.gov/rr/askalib/ask-perform.html (Copyright Notice).   Photograph (Form).","woolfe, samuel h.;hawkins, eric","","music division;martha graham at the library of congress;performing arts encyclopedia","false","ihas.200154228","https://lcweb2.loc.gov/diglib/media/loc.natlib.ihas.200154228/0001.tif/2129#h=2912&w=2129","https://lcweb2.loc.gov/diglib/media/loc.natlib.ihas.200154228/0001.tif/133","1","https://lcweb2.loc.gov/diglib/media/loc.natlib.ihas.200154228/0001.tif/2129#h=2912&w=2129","ihas.200154228-0.jpg"
"https://www.loc.gov/item/ihas.200154231/","[ Every soul is a circus, No. 5]","photo, print, drawing","image","","","photograph |   1 photograph : b&w ; 6 x 5 in. |   Reproduced with permission of Katherine Duke. (Copyright Notice).   The Library was unable to locate the rights holder for this photograph and has elected to make it available online as an exercise of fair use for strictly non-commercial educational uses. If any individuals or institutions have any additional information or know of the history of this photograph, please contact us via the Ask a Librarian service, http://www.loc.gov/rr/askalib/ask-perform.html (Copyright Notice).   Photograph (Form).","woolfe, samuel h.;graham, martha","","music division;martha graham at the library of congress;performing arts encyclopedia","false","ihas.200154231","https://lcweb2.loc.gov/diglib/media/loc.natlib.ihas.200154231/0001.tif/2880#h=2088&w=2880","https://lcweb2.loc.gov/diglib/media/loc.natlib.ihas.200154231/0001.tif/180","1","https://lcweb2.loc.gov/diglib/media/loc.natlib.ihas.200154231/0001.tif/2880#h=2088&w=2880","ihas.200154231-0.jpg"
"https://www.loc.gov/item/ihas.200154234/","[ Every soul is a circus, No. 6]","photo, print, drawing","image","","","photograph |   1 photograph : b&w ; 6 x 5 in. |   Reproduced with permission of Katherine Duke. (Copyright Notice).   The Library was unable to locate the rights holder for this photograph and has elected to make it available online as an exercise of fair use for strictly non-commercial educational uses. If any individuals or institutions have any additional information or know of the history of this photograph, please contact us via the Ask a Librarian service, http://www.loc.gov/rr/askalib/ask-perform.html (Copyright Notice).   Photograph (Form).","woolfe, samuel h.;graham, martha","","music division;martha graham at the library of congress;performing arts encyclopedia","false","ihas.200154234","https://lcweb2.loc.gov/diglib/media/loc.natlib.ihas.200154234/0001.tif/2868#h=2056&w=2868","https://lcweb2.loc.gov/diglib/media/loc.natlib.ihas.200154234/0001.tif/179","1","https://lcweb2.loc.gov/diglib/media/loc.natlib.ihas.200154234/0001.tif/2868#h=2056&w=2868","ihas.200154234-0.jpg"
"https://www.loc.gov/item/ihas.200154237/","[ Every soul is a circus, No. 7]","photo, print, drawing","image","","","photograph |   1 photograph : b&w ; 6 x 5 in. |   Reproduced with permission of Katherine Duke. (Copyright Notice).   The Library was unable to locate the rights holder for this photograph and has elected to make it available online as an exercise of fair use for strictly non-commercial educational uses. If any individuals or institutions have any additional information or know of the history of this photograph, please contact us via the Ask a Librarian service, http://www.loc.gov/rr/askalib/ask-perform.html (Copyright Notice).   Photograph (Form).","woolfe, samuel h.;graham, martha","","music division;martha graham at the library of congress;performing arts encyclopedia","false","ihas.200154237","https://lcweb2.loc.gov/diglib/media/loc.natlib.ihas.200154237/0001.tif/2889#h=2080&w=2889","https://lcweb2.loc.gov/diglib/media/loc.natlib.ihas.200154237/0001.tif/180","1","https://lcweb2.loc.gov/diglib/media/loc.natlib.ihas.200154237/0001.tif/2889#h=2080&w=2889","ihas.200154237-0.jpg"
"https://www.loc.gov/item/ihas.200154239/","[ Every soul is a circus, No. 8]","photo, print, drawing","image","","","photograph |   1 photograph : b&w ; 6 x 5 in. |   Reproduced with permission of Katherine Duke. (Copyright Notice).   The Library was unable to locate the rights holder for this photograph and has elected to make it available online as an exercise of fair use for strictly non-commercial educational uses. If any individuals or institutions have any additional information or know of the history of this photograph, please contact us via the Ask a Librarian service, http://www.loc.gov/rr/askalib/ask-perform.html (Copyright Notice).   Photograph (Form).","woolfe, samuel h.;graham, martha","","music division;martha graham at the library of congress;performing arts encyclopedia","false","ihas.200154239","https://lcweb2.loc.gov/diglib/media/loc.natlib.ihas.200154239/0001.tif/2872#h=2088&w=2872","https://lcweb2.loc.gov/diglib/media/loc.natlib.ihas.200154239/0001.tif/179","1","https://lcweb2.loc.gov/diglib/media/loc.natlib.ihas.200154239/0001.tif/2872#h=2088&w=2872","ihas.200154239-0.jpg"
"https://www.loc.gov/item/ihas.200154241/","[ Every soul is a circus, No. 9]","photo, print, drawing","image","","","photograph |   1 photograph : b&w ; 6 x 5 in. |   Reproduced with permission of Katherine Duke. (Copyright Notice).   The Library was unable to locate the rights holder for this photograph and has elected to make it available online as an exercise of fair use for strictly non-commercial educational uses. If any individuals or institutions have any additional information or know of the history of this photograph, please contact us via the Ask a Librarian service, http://www.loc.gov/rr/askalib/ask-perform.html (Copyright Notice).   Photograph (Form).","woolfe, samuel h.;graham, martha","","music division;martha graham at the library of congress;performing arts encyclopedia","false","ihas.200154241","https://lcweb2.loc.gov/diglib/media/loc.natlib.ihas.200154241/0001.tif/2889#h=2064&w=2889","https://lcweb2.loc.gov/diglib/media/loc.natlib.ihas.200154241/0001.tif/180","1","https://lcweb2.loc.gov/diglib/media/loc.natlib.ihas.200154241/0001.tif/2889#h=2064&w=2889","ihas.200154241-0.jpg"
"https://www.loc.gov/item/ihas.200154243/","[ Every soul is a circus, No. 10]","photo, print, drawing","image","","","photograph |   1 photograph : b&w ; 6 x 5 in. |   Reproduced with permission of Katherine Duke. (Copyright Notice).   The Library was unable to locate the rights holder for this photograph and has elected to make it available online as an exercise of fair use for strictly non-commercial educational uses. If any individuals or institutions have any additional information or know of the history of this photograph, please contact us via the Ask a Librarian service, http://www.loc.gov/rr/askalib/ask-perform.html (Copyright Notice).   Photograph (Form).","woolfe, samuel h.;graham, martha","","music division;martha graham at the library of congress;performing arts encyclopedia","false","ihas.200154243","https://lcweb2.loc.gov/diglib/media/loc.natlib.ihas.200154243/0001.tif/2879#h=2072&w=2879","https://lcweb2.loc.gov/diglib/media/loc.natlib.ihas.200154243/0001.tif/179","1","https://lcweb2.loc.gov/diglib/media/loc.natlib.ihas.200154243/0001.tif/2879#h=2072&w=2879","ihas.200154243-0.jpg"
"https://www.loc.gov/item/ihas.200154244/","[ Every soul is a circus, No. 11]","photo, print, drawing","image","","","photograph |   1 photograph : b&w ; 5 x 6 in. |   Reproduced with permission of Katherine Duke. (Copyright Notice).   The Library was unable to locate the rights holder for this photograph and has elected to make it available online as an exercise of fair use for strictly non-commercial educational uses. If any individuals or institutions have any additional information or know of the history of this photograph, please contact us via the Ask a Librarian service, http://www.loc.gov/rr/askalib/ask-perform.html (Copyright Notice).   Photograph (Form).","woolfe, samuel h.;graham, martha","","music division;martha graham at the library of congress;performing arts encyclopedia","false","ihas.200154244","https://lcweb2.loc.gov/diglib/media/loc.natlib.ihas.200154244/0001.tif/2088#h=2880&w=2088","https://lcweb2.loc.gov/diglib/media/loc.natlib.ihas.200154244/0001.tif/130","1","https://lcweb2.loc.gov/diglib/media/loc.natlib.ihas.200154244/0001.tif/2088#h=2880&w=2088","ihas.200154244-0.jpg"
"https://www.loc.gov/item/ihas.200154246/","[ Every soul is a circus, No. 12]","photo, print, drawing","image","","","photograph |   1 photograph : b&w ; 6 x 5 in. |   Reproduced with permission of Katherine Duke. (Copyright Notice).   The Library was unable to locate the rights holder for this photograph and has elected to make it available online as an exercise of fair use for strictly non-commercial educational uses. If any individuals or institutions have any additional information or know of the history of this photograph, please contact us via the Ask a Librarian service, http://www.loc.gov/rr/askalib/ask-perform.html (Copyright Notice).   Photograph (Form).","woolfe, samuel h.;graham, martha","","music division;martha graham at the library of congress;performing arts encyclopedia","false","ihas.200154246","https://lcweb2.loc.gov/diglib/media/loc.natlib.ihas.200154246/0001.tif/2888#h=2072&w=2888","https://lcweb2.loc.gov/diglib/media/loc.natlib.ihas.200154246/0001.tif/180","1","https://lcweb2.loc.gov/diglib/media/loc.natlib.ihas.200154246/0001.tif/2888#h=2072&w=2888","ihas.200154246-0.jpg"
"https://www.loc.gov/item/ihas.200154141/","[ Every soul is a circus, No. 1]","photo, print, drawing","image","","","photograph |   1 photograph, b&w, 5 in. x 6 1/2 in. |   The Library was unable to locate the rights holder for this photograph and has elected to make it available online as an exercise of fair use for strictly non-commercial educational uses. If any individuals or institutions have additional information or know the history of this photograph, please contact us via the Ask a Librarian service, http://www.loc.gov/rr/askalib/ask-perform.html (Copyright Notice).   Reproduced with permission of Katherine Duke. (Copyright Notice).   Photograph (Form).","woolfe, samuel h","","music division;martha graham at the library of congress;performing arts encyclopedia","false","ihas.200154141","https://lcweb2.loc.gov/diglib/media/loc.natlib.ihas.200154141/0001.tif/2881#h=2064&w=2881","https://lcweb2.loc.gov/diglib/media/loc.natlib.ihas.200154141/0001.tif/180","1","https://lcweb2.loc.gov/diglib/media/loc.natlib.ihas.200154141/0001.tif/2881#h=2064&w=2881","ihas.200154141-0.jpg"
"https://www.loc.gov/item/ihas.200154142/","[ Martha Graham and Erick Hawkins in Every soul is a circus]","photo, print, drawing","image","","","photograph |   1 photograph: b&w, 5 in. x 6 1/2 in. |   The Library was unable to locate the rights holder for this photograph and has elected to make it available online as an exercise of fair use for strictly non-commercial educational uses. If any individuals or institutions have additional information or know the history of this photograph, please contact us via the Ask a Librarian service, http://www.loc.gov/rr/askalib/ask-perform.html (Copyright Notice).   Reproduced with permission of Katherine Duke. (Copyright Notice).   Photograph (Form).","woolfe, samuel h","","music division;martha graham at the library of congress;performing arts encyclopedia","false","ihas.200154142","https://lcweb2.loc.gov/diglib/media/loc.natlib.ihas.200154142/0001.tif/2872#h=2072&w=2872","https://lcweb2.loc.gov/diglib/media/loc.natlib.ihas.200154142/0001.tif/179","1","https://lcweb2.loc.gov/diglib/media/loc.natlib.ihas.200154142/0001.tif/2872#h=2072&w=2872","ihas.200154142-0.jpg"
"https://www.loc.gov/item/ihas.200154143/","[ Every soul is a circus, No. 2]","photo, print, drawing","image","","","photograph |   1 photograph: b&w, 5 in. x 6 1/2 in. |   The Library was unable to locate the rights holder for this photograph and has elected to make it available online as an exercise of fair use for strictly non-commercial educational uses. If any individuals or institutions have additional information or know the history of this photograph, please contact us via the Ask a Librarian service, http://www.loc.gov/rr/askalib/ask-perform.html (Copyright Notice).   Reproduced with permission of Katherine Duke. (Copyright Notice).   Photograph (Form).","woolfe, samuel h.","","music division;martha graham at the library of congress;performing arts encyclopedia","false","ihas.200154143","https://lcweb2.loc.gov/diglib/media/loc.natlib.ihas.200154143/0001.tif/2889#h=2072&w=2889","https://lcweb2.loc.gov/diglib/media/loc.natlib.ihas.200154143/0001.tif/180","1","https://lcweb2.loc.gov/diglib/media/loc.natlib.ihas.200154143/0001.tif/2889#h=2072&w=2889","ihas.200154143-0.jpg"
"https://www.loc.gov/item/ihas.200154144/","[ Martha Graham in Every soul is a circus]","photo, print, drawing","image","","","photograph |   1 photograph: b&w, 5 in. x 6 1/2 in. |   The Library was unable to locate the rights holder for this photograph and has elected to make it available online as an exercise of fair use for strictly non-commercial educational uses. If any individuals or institutions have additional information or know the history of this photograph, please contact us via the Ask a Librarian service, http://www.loc.gov/rr/askalib/ask-perform.html (Copyright Notice).   Reproduced with permission of Katherine Duke. (Copyright Notice).   Photograph (Form).","woolfe, samuel h.","","music division;martha graham at the library of congress;performing arts encyclopedia","false","ihas.200154144","https://lcweb2.loc.gov/diglib/media/loc.natlib.ihas.200154144/0001.tif/2904#h=2072&w=2904","https://lcweb2.loc.gov/diglib/media/loc.natlib.ihas.200154144/0001.tif/181","1","https://lcweb2.loc.gov/diglib/media/loc.natlib.ihas.200154144/0001.tif/2904#h=2072&w=2904","ihas.200154144-0.jpg"
